1,0.3629288136343651,0.6062206036319384,0.030850582733696452,0.28169327278683276,0.49536505064206593,1.1933238573548903
8,0.04214608122116309,0.7324898760019675,0.2253640427768694,0.06720394529213533,0.37351209305867655,0.9708261829620192
11,0.3479477653405612,0.4622184674143398,0.18983376724509904,0.20152232569166437,0.5146199916497287,1.1289926886112558
12,0.5223287575683638,0.3622233752810815,0.11544786715055466,0.23399579146385077,0.47808439259005153,1.0186639934909065
14,0.27138558331232393,0.6174405839759498,0.1111738327117262,0.20467346211456572,0.39203408708895726,1.0160298069720215
18,0.6317825546353493,0.2766315202444622,0.09158592512018854,0.20830786128014134,0.4413657264838227,1.0165155422232726
20,0.34966261849618585,0.5648570666636368,0.08548031484017737,0.20891379612981592,0.40442207921556694,0.9030760494465889
22,0.13261220893896658,0.7512777479449739,0.11611004311605955,0.14095285091903928,0.4040543762597659,1.0739613338798915
30,0.27309836286919875,0.6123128391457014,0.1145887979850998,0.22127020066911848,0.4618430609622838,1.1697941072653155
76,0.20749776846036172,0.7023300579245338,0.09017217361510443,0.1496920815881543,0.36327160754208176,0.9830896389997629
84,0.31384221199554085,0.509566473695556,0.17659131430890318,0.12481915030903312,0.3173369798166817,0.894053404438804
88,0.1635155750061239,0.6872122279289544,0.14927219706492167,0.11908520865277096,0.4668040547693543,1.103446405290013
90,0.40598789221582343,0.48356347841488,0.11044862936929656,0.18826684036994595,0.415156214345263,0.9726079516784726
97,0.03679080255718993,0.6283593202174401,0.33484987722536996,0.03944237230804407,0.3820271353761344,0.7961764988048394
113,0.49421121001883217,0.4464839619986457,0.059304827982522124,0.15440710673255295,0.4622918081987239,1.1821512706968886
116,0.49285100081265804,0.35933333437181725,0.14781566481552466,0.19973873892188432,0.3541486191658755,1.1567593943936425
126,0.2283437142189229,0.7091076471039207,0.06254863867715643,0.2296255541437653,0.5348569343092314,1.1751879099266356
128,0.21624039530956704,0.6811966419465458,0.1025629627438871,0.16424345589280778,0.3926993013803249,0.9739733336531616
145,0.3774035884445288,0.5408966275664102,0.08169978398906101,0.23567549429139406,0.4258259651209711,1.0924456704136403
166,0.36275387380685115,0.558027576465584,0.07921854972756481,0.22842958669486543,0.42896536035681726,1.1255890471221917
167,0.5640017840024428,0.3447991112720803,0.09119910472547688,0.2430537549003601,0.4358565627944529,1.1534082930800873
183,0.2879889966369982,0.5957489777791866,0.11626202558381526,0.159242344484275,0.35150264098435763,1.0098583367578216
185,0.5155643406769307,0.40923608888032365,0.07519957044274567,0.22505059011857664,0.43269528464584517,1.1633551021555488
197,0.16763436038051766,0.5883151052275349,0.24405053439194735,0.1408750901682147,0.39669943054919266,0.9917147556160586
219,0.23744965688985237,0.6354471868195618,0.12710315629058588,0.18114280452097858,0.36965213134400304,0.8758016734937932
220,0.45802314456201726,0.4754845881441366,0.06649226729384611,0.24802995963885796,0.509012262414607,1.215205823996314
