122,0.8369225520223353
147,0.4280875172071756
177,0.6115185624592763
253,0.8361581855450708
306,0.8032882767337792
322,1.005485441311971
387,0.4515612994625244
411,0.9863697431062296
421,0.41401335842932135
424,0.7570559798223989
432,0.8026459716026255
435,0.6959979983252041
575,0.9123846853490718
589,0.7712178503946121
595,0.6793945258734198
609,0.6220590105470504
679,0.5904550520592976
754,0.8015315358951973
770,0.6587874554116948
771,0.969164379119489
802,0.7289319317872484
891,0.4396421355279145
901,0.7004850915033074
907,0.42917247366986805
916,0.4708449941737112
917,0.5551585644744115
919,0.5753023203766997
1009,0.8521596828663156
1055,0.7360675692241802
1071,0.4681126284958412
1073,0.42114768187926227
1075,0.7873722269300749
1178,0.5816099080039125
1182,0.8126954108218216
1217,0.8974384295632664
1221,0.9081750447097913
1227,0.933060040164739
1229,0.7908021191532258
1262,0.8065980322081051
1292,0.6479014733081885
1370,0.41845189440388414
1410,0.7093989155180891
1511,0.463618670205235
1513,0.6773992586341637
1559,0.7707552478419856
1574,0.4558001480218094
1627,0.7720214969176385
1671,0.9008566298235299
1676,0.7796700110542194
1809,0.8300970330836247
1851,0.8448621772169967
